order_date,year,mm,week_day,register_pre_1d,register_pre_2d,register_pre_3d,register_pre_4d,register_pre_5d,register_pre_6d,register_pre_7d,active_cnt_1d,active_cnt_2d,active_cnt_3d,active_cnt_4d,active_cnt_5d,active_cnt_6d,active_cnt_7d,orders_cnt,orders_amt,if_holiday
20150614,2015,6,0,27708,29864,30144,26915,26603,31017,39906,14693,13788,11336,11019,12712,19081,24358,2816,941669.97,0
20150615,2015,6,1,25682,27708,29864,30144,26915,26603,31017,13695,14693,13788,11336,11019,12712,19081,2589,1529389.17,0
20150616,2015,6,2,24708,25682,27708,29864,30144,26915,26603,10423,13695,14693,13788,11336,11019,12712,2667,1912450.89,0
20150617,2015,6,3,24302,24708,25682,27708,29864,30144,26915,9995,10423,13695,14693,13788,11336,11019,3032,1800643.65,0
20150618,2015,6,5,25381,24302,24708,25682,27708,29864,30144,10651,9995,10423,13695,14693,13788,11336,3845,2730941.45,1
20150619,2015,6,5,25482,25381,24302,24708,25682,27708,29864,11145,10651,9995,10423,13695,14693,13788,6117,2502594.93,1
20150620,2015,6,5,29021,25482,25381,24302,24708,25682,27708,11363,11145,10651,9995,10423,13695,14693,6924,2021816.67,1
20150621,2015,6,5,30669,29021,25482,25381,24302,24708,25682,12165,11363,11145,10651,9995,10423,13695,4889,1344690.66,1
20150622,2015,6,5,32144,30669,29021,25482,25381,24302,24708,12660,12165,11363,11145,10651,9995,10423,3175,1260748.5,1
20150623,2015,6,2,31149,32144,30669,29021,25482,25381,24302,11844,12660,12165,11363,11145,10651,9995,2468,2013398.19,0
20150624,2015,6,3,29181,31149,32144,30669,29021,25482,25381,9870,11844,12660,12165,11363,11145,10651,2817,1601543.33,0
20150625,2015,6,4,29864,29181,31149,32144,30669,29021,25482,9986,9870,11844,12660,12165,11363,11145,5313,2562314.16,0
20150626,2015,6,5,39377,29864,29181,31149,32144,30669,29021,10665,9986,9870,11844,12660,12165,11363,4641,2245174.93,0
20150627,2015,6,6,45735,39377,29864,29181,31149,32144,30669,12104,10665,9986,9870,11844,12660,12165,4031,1321974,0
20150628,2015,6,0,49110,45735,39377,29864,29181,31149,32144,12601,12104,10665,9986,9870,11844,12660,3218,1058996.22,0
20150629,2015,6,1,42376,49110,45735,39377,29864,29181,31149,12447,12601,12104,10665,9986,9870,11844,2794,2051822.7,0
20150630,2015,6,2,40975,42376,49110,45735,39377,29864,29181,11599,12447,12601,12104,10665,9986,9870,2308,2319739.05,0
20150701,2015,7,3,37341,40975,42376,49110,45735,39377,29864,11453,11599,12447,12601,12104,10665,9986,2624,2381284.61,0
20150702,2015,7,4,34611,37341,40975,42376,49110,45735,39377,12251,11453,11599,12447,12601,12104,10665,3123,2194459.98,0
20150703,2015,7,5,32952,34611,37341,40975,42376,49110,45735,12357,12251,11453,11599,12447,12601,12104,3912,2018937.89,0
20150704,2015,7,6,31413,32952,34611,37341,40975,42376,49110,13029,12357,12251,11453,11599,12447,12601,4412,1866812.76,0
20150705,2015,7,0,34514,31413,32952,34611,37341,40975,42376,13851,13029,12357,12251,11453,11599,12447,3222,1978822.5,0
20150706,2015,7,1,32737,34514,31413,32952,34611,37341,40975,14257,13851,13029,12357,12251,11453,11599,3060,2683888.67,0
20150707,2015,7,2,32864,32737,34514,31413,32952,34611,37341,13503,14257,13851,13029,12357,12251,11453,3509,2657225.12,0
20150708,2015,7,3,30187,32864,32737,34514,31413,32952,34611,12655,13503,14257,13851,13029,12357,12251,3382,2475143.04,0
20150709,2015,7,4,29568,30187,32864,32737,34514,31413,32952,420031,12655,13503,14257,13851,13029,12357,3339,2841929.88,0
20150710,2015,7,5,31774,29568,30187,32864,32737,34514,31413,422399,420031,12655,13503,14257,13851,13029,3993,3017282.79,0
20150711,2015,7,6,35550,31774,29568,30187,32864,32737,34514,427601,422399,420031,12655,13503,14257,13851,4036,1765550.91,0
20150712,2015,7,0,40017,35550,31774,29568,30187,32864,32737,22409,427601,422399,420031,12655,13503,14257,4353,1880212.5,0
20150713,2015,7,1,41209,40017,35550,31774,29568,30187,32864,25785,22409,427601,422399,420031,12655,13503,4140,3123399.42,0
20150714,2015,7,2,39627,41209,40017,35550,31774,29568,30187,25455,25785,22409,427601,422399,420031,12655,4574,3540356.81,0
20150715,2015,7,3,37467,39627,41209,40017,35550,31774,29568,25601,25455,25785,22409,427601,422399,420031,5017,3693611.45,0
20150716,2015,7,4,39563,37467,39627,41209,40017,35550,31774,833779,25601,25455,25785,22409,427601,422399,5314,4010192.77,0
20150717,2015,7,5,39752,39563,37467,39627,41209,40017,35550,834748,833779,25601,25455,25785,22409,427601,6093,4542364.14,0
20150718,2015,7,6,45503,39752,39563,37467,39627,41209,40017,837945,834748,833779,25601,25455,25785,22409,7397,3088746.3,0
20150719,2015,7,0,53471,45503,39752,39563,37467,39627,41209,35206,837945,834748,833779,25601,25455,25785,4935,2234147.7,0
20150720,2015,7,1,56710,53471,45503,39752,39563,37467,39627,38739,35206,837945,834748,833779,25601,25455,4459,3776779.56,0
20150721,2015,7,2,56106,56710,53471,45503,39752,39563,37467,40346,38739,35206,837945,834748,833779,25601,4886,3950561.23,0
20150722,2015,7,3,49298,56106,56710,53471,45503,39752,39563,34505,40346,38739,35206,837945,834748,833779,5156,3482692.68,0
20150723,2015,7,4,50656,49298,56106,56710,53471,45503,39752,35479,34505,40346,38739,35206,837945,834748,5274,4495313.51,0
20150724,2015,7,5,46711,50656,49298,56106,56710,53471,45503,32097,35479,34505,40346,38739,35206,837945,8075,5347601.13,0
20150725,2015,7,6,48474,46711,50656,49298,56106,56710,53471,37196,32097,35479,34505,40346,38739,35206,8766,3636643.16,0
20150726,2015,7,0,50408,48474,46711,50656,49298,56106,56710,36788,37196,32097,35479,34505,40346,38739,6742,3262800.36,0
20150727,2015,7,1,54339,50408,48474,46711,50656,49298,56106,37698,36788,37196,32097,35479,34505,40346,6133,5146197.47,0
20150728,2015,7,2,53862,54339,50408,48474,46711,50656,49298,37295,37698,36788,37196,32097,35479,34505,6768,5181590.81,0
20150729,2015,7,3,51138,53862,54339,50408,48474,46711,50656,36557,37295,37698,36788,37196,32097,35479,6922,5132557.18,0
20150730,2015,7,4,52334,51138,53862,54339,50408,48474,46711,37198,36557,37295,37698,36788,37196,32097,7550,5541182.33,0
20150731,2015,7,5,54514,52334,51138,53862,54339,50408,48474,39188,37198,36557,37295,37698,36788,37196,9163,6110530.15,0
20150801,2015,8,6,49251,54514,52334,51138,53862,54339,50408,41231,39188,37198,36557,37295,37698,36788,9113,4405627.39,0
20150802,2015,8,0,61454,49251,54514,52334,51138,53862,54339,42621,41231,39188,37198,36557,37295,37698,7754,3553910.01,0
20150803,2015,8,1,60911,61454,49251,54514,52334,51138,53862,42529,42621,41231,39188,37198,36557,37295,7184,4705544.09,0
20150804,2015,8,2,68466,60911,61454,49251,54514,52334,51138,40393,42529,42621,41231,39188,37198,36557,8005,4069648.81,0
20150805,2015,8,3,74307,68466,60911,61454,49251,54514,52334,39563,40393,42529,42621,41231,39188,37198,8116,5520910.73,0
20150806,2015,8,4,89508,74307,68466,60911,61454,49251,54514,45007,39563,40393,42529,42621,41231,39188,8120,5394562.19,0
20150807,2015,8,5,92047,89508,74307,68466,60911,61454,49251,49462,45007,39563,40393,42529,42621,41231,8728,5600457.92,0
20150808,2015,8,6,70301,92047,89508,74307,68466,60911,61454,51772,49462,45007,39563,40393,42529,42621,8747,4723670.07,0
20150809,2015,8,0,63650,70301,92047,89508,74307,68466,60911,48605,51772,49462,45007,39563,40393,42529,6880,3069256.3,0
20150810,2015,8,1,61209,63650,70301,92047,89508,74307,68466,45515,48605,51772,49462,45007,39563,40393,6229,5108169.53,0
20150811,2015,8,2,64278,61209,63650,70301,92047,89508,74307,42073,45515,48605,51772,49462,45007,39563,7185,5010538.49,0
20150812,2015,8,3,55177,64278,61209,63650,70301,92047,89508,39538,42073,45515,48605,51772,49462,45007,8408,5676404.84,0
20150813,2015,8,4,57070,55177,64278,61209,63650,70301,92047,39394,39538,42073,45515,48605,51772,49462,8378,5162632.07,0
20150814,2015,8,5,63200,57070,55177,64278,61209,63650,70301,41940,39394,39538,42073,45515,48605,51772,10127,7516417.54,0
20150815,2015,8,6,72347,63200,57070,55177,64278,61209,63650,42854,41940,39394,39538,42073,45515,48605,9660,4206232.98,0
20150816,2015,8,0,84659,72347,63200,57070,55177,64278,61209,46872,42854,41940,39394,39538,42073,45515,7537,3817569,0
20150817,2015,8,1,101427,84659,72347,63200,57070,55177,64278,55467,46872,42854,41940,39394,39538,42073,7380,4791129.36,0
20150818,2015,8,2,119561,101427,84659,72347,63200,57070,55177,76368,55467,46872,42854,41940,39394,39538,7977,5107906.49,0
20150819,2015,8,3,134559,119561,101427,84659,72347,63200,57070,97812,76368,55467,46872,42854,41940,39394,8631,5182905.17,0
20150820,2015,8,4,147563,134559,119561,101427,84659,72347,63200,122142,97812,76368,55467,46872,42854,41940,8336,3819052.16,0
20150821,2015,8,5,150155,147563,134559,119561,101427,84659,72347,136254,122142,97812,76368,55467,46872,42854,11823,7321225.03,0
20150822,2015,8,6,135294,150155,147563,134559,119561,101427,84659,135630,136254,122142,97812,76368,55467,46872,8676,3202836.59,0
20150823,2015,8,0,102520,135294,150155,147563,134559,119561,101427,115006,135630,136254,122142,97812,76368,55467,6811,2401186.55,0
20150824,2015,8,1,75711,102520,135294,150155,147563,134559,119561,78026,115006,135630,136254,122142,97812,76368,6564,4237396.76,0
20150825,2015,8,2,66155,75711,102520,135294,150155,147563,134559,55229,78026,115006,135630,136254,122142,97812,8326,4228637.2,0
20150826,2015,8,3,68243,66155,75711,102520,135294,150155,147563,44296,55229,78026,115006,135630,136254,122142,8816,4300961.21,0
20150827,2015,8,4,76899,68243,66155,75711,102520,135294,150155,49560,44296,55229,78026,115006,135630,136254,7511,3684005.94,0
20150828,2015,8,5,74308,76899,68243,66155,75711,102520,135294,52193,49560,44296,55229,78026,115006,135630,9485,3960867.23,0
20150829,2015,8,6,81343,74308,76899,68243,66155,75711,102520,53001,52193,49560,44296,55229,78026,115006,8733,2392909.75,0
20150830,2015,8,0,76830,81343,74308,76899,68243,66155,75711,54883,53001,52193,49560,44296,55229,78026,5780,1563549.81,0
20150831,2015,8,1,75851,76830,81343,74308,76899,68243,66155,52806,54883,53001,52193,49560,44296,55229,4803,2625106.43,0
20150901,2015,9,2,61500,75851,76830,81343,74308,76899,68243,50907,52806,54883,53001,52193,49560,44296,5169,2335109.88,0
20150902,2015,9,3,49515,61500,75851,76830,81343,74308,76899,41452,50907,52806,54883,53001,52193,49560,9407,3648837.89,0
20150903,2015,9,5,47218,49515,61500,75851,76830,81343,74308,38176,41452,50907,52806,54883,53001,52193,13094,5018311.89,1
20150904,2015,9,5,47259,47218,49515,61500,75851,76830,81343,40256,38176,41452,50907,52806,54883,53001,8057,2444785.91,1
20150905,2015,9,5,51568,47259,47218,49515,61500,75851,76830,46026,40256,38176,41452,50907,52806,54883,3503,1049722.2,1
20150906,2015,9,0,45187,51568,47259,47218,49515,61500,75851,47769,46026,40256,38176,41452,50907,52806,2773,1983782.7,0
20150907,2015,9,1,39310,45187,51568,47259,47218,49515,61500,40353,47769,46026,40256,38176,41452,50907,3245,1992523.47,0
20150908,2015,9,2,34459,39310,45187,51568,47259,47218,49515,32562,40353,47769,46026,40256,38176,41452,3185,2180827.92,0
20150909,2015,9,3,37019,34459,39310,45187,51568,47259,47218,29728,32562,40353,47769,46026,40256,38176,3480,2719424.67,0
20150910,2015,9,4,40732,37019,34459,39310,45187,51568,47259,30001,29728,32562,40353,47769,46026,40256,4641,2087038.32,0
20150911,2015,9,5,44694,40732,37019,34459,39310,45187,51568,31323,30001,29728,32562,40353,47769,46026,6215,2656479.49,0
20150912,2015,9,6,45227,44694,40732,37019,34459,39310,45187,31563,31323,30001,29728,32562,40353,47769,5923,2223765.14,0
20150913,2015,9,0,47895,45227,44694,40732,37019,34459,39310,35701,31563,31323,30001,29728,32562,40353,4208,1873454.46,0
20150914,2015,9,1,50647,47895,45227,44694,40732,37019,34459,37425,35701,31563,31323,30001,29728,32562,4396,2207404.76,0
20150915,2015,9,2,55976,50647,47895,45227,44694,40732,37019,36443,37425,35701,31563,31323,30001,29728,5168,2328395.01,0
20150916,2015,9,3,58817,55976,50647,47895,45227,44694,40732,36005,36443,37425,35701,31563,31323,30001,5498,1927048.17,0
20150917,2015,9,4,58696,58817,55976,50647,47895,45227,44694,37999,36005,36443,37425,35701,31563,31323,4118,2363152.29,0
20150918,2015,9,5,56031,58696,58817,55976,50647,47895,45227,41055,37999,36005,36443,37425,35701,31563,5139,3218795.68,0
20150919,2015,9,6,49537,56031,58696,58817,55976,50647,47895,38468,41055,37999,36005,36443,37425,35701,4741,1871341.86,0
20150920,2015,9,0,43277,49537,56031,58696,58817,55976,50647,35369,38468,41055,37999,36005,36443,37425,3008,1254931.87,0
20150921,2015,9,1,42994,43277,49537,56031,58696,58817,55976,30225,35369,38468,41055,37999,36005,36443,2648,2065833.19,0
20150922,2015,9,2,42389,42994,43277,49537,56031,58696,58817,28944,30225,35369,38468,41055,37999,36005,2917,2743904.11,0
20150923,2015,9,3,40421,42389,42994,43277,49537,56031,58696,27450,28944,30225,35369,38468,41055,37999,3160,2630185.42,0
20150924,2015,9,4,38427,40421,42389,42994,43277,49537,56031,28191,27450,28944,30225,35369,38468,41055,3542,2828472.47,0
20150925,2015,9,5,37306,38427,40421,42389,42994,43277,49537,29819,28191,27450,28944,30225,35369,38468,5180,2466925.9,1
20151114,2015,11,6,19525,18202,15548,15369,16811,17780,18226,14740,14473,13396,13564,14613,15618,15729,3920,1112279.34,0
20151115,2015,11,0,21514,19525,18202,15548,15369,16811,17780,15113,14740,14473,13396,13564,14613,15618,2366,685299.56,0
20151116,2015,11,1,19612,21514,19525,18202,15548,15369,16811,14861,15113,14740,14473,13396,13564,14613,2415,1231786.62,0
20151117,2015,11,2,20761,19612,21514,19525,18202,15548,15369,13931,14861,15113,14740,14473,13396,13564,2769,1282436,0
20151118,2015,11,3,23005,20761,19612,21514,19525,18202,15548,15670,13931,14861,15113,14740,14473,13396,1720,1189631.11,0
20151219,2015,12,6,20999,20457,18589,19446,20791,21523,19969,17142,17277,17085,17016,17904,20941,20994,3256,1257182.87,0
20151205,2015,12,6,18866,18271,18669,17841,18589,17976,17597,13218,15347,15112,16590,13914,13943,13809,3072,1158540.03,0
20151206,2015,12,0,18830,18866,18271,18669,17841,18589,17976,15814,13218,15347,15112,16590,13914,13943,2689,928508.31,0
20151220,2015,12,0,21998,20999,20457,18589,19446,20791,21523,22141,17142,17277,17085,17016,17904,20941,2351,1019113.9,0
20151225,2015,12,5,21550,19877,19334,20331,20721,21998,20999,21206,20300,19084,21311,22079,22141,17142,4741,2423582.6,0
20151227,2015,12,0,22976,22370,21550,19877,19334,20331,20721,17713,18871,21206,20300,19084,21311,22079,2763,1400086.54,0
20160116,2016,1,6,22363,22440,22057,22767,23193,25668,26936,17632,17961,17484,17285,17257,18380,19205,3673,1776790.91,0
20160119,2016,1,2,24042,22325,22599,22363,22440,22057,22767,15657,16830,17624,17632,17961,17484,17285,2727,2163286.42,0
20160121,2016,1,4,24560,24867,24042,22325,22599,22363,22440,17502,16649,15657,16830,17624,17632,17961,2541,2155743.91,0
20160129,2016,1,5,22325,21976,21126,21385,19516,22833,22462,16382,15391,15100,15090,15909,16408,16697,3563,2767447.71,0
20160201,2016,2,1,28403,25494,24095,22325,21976,21126,21385,19782,17604,17025,16382,15391,15100,15090,4172,3070339.07,0
20160202,2016,2,2,30085,28403,25494,24095,22325,21976,21126,20962,19782,17604,17025,16382,15391,15100,4864,3643916.65,0
20160203,2016,2,3,31511,30085,28403,25494,24095,22325,21976,22974,20962,19782,17604,17025,16382,15391,5131,3447663.09,0
20160206,2016,2,6,49777,40361,33644,31511,30085,28403,25494,26261,24655,23597,22974,20962,19782,17604,5135,3228108.86,0
20160208,2016,2,5,46143,50641,49777,40361,33644,31511,30085,29403,29257,26261,24655,23597,22974,20962,12579,4942228,1
20160211,2016,2,5,70888,56458,44647,46143,50641,49777,40361,35771,29597,27050,29403,29257,26261,24655,16934,7664564.32,1
20160212,2016,2,5,77235,70888,56458,44647,46143,50641,49777,42234,35771,29597,27050,29403,29257,26261,12522,5739805.9,1
20160214,2016,2,0,63823,74074,77235,70888,56458,44647,46143,37639,40970,42234,35771,29597,27050,29403,7706,4466262.68,0
20160215,2016,2,1,53196,63823,74074,77235,70888,56458,44647,33194,37639,40970,42234,35771,29597,27050,8120,4760583.38,0
20160219,2016,2,5,34089,39394,41773,46683,53196,63823,74074,22996,25852,27357,30452,33194,37639,40970,6695,3792679.22,0
20160221,2016,2,0,29925,32588,34089,39394,41773,46683,53196,20781,21362,22996,25852,27357,30452,33194,4390,1828854.42,0
20160222,2016,2,1,28064,29925,32588,34089,39394,41773,46683,19224,20781,21362,22996,25852,27357,30452,3324,2911925.04,0
20160223,2016,2,2,25438,28064,29925,32588,34089,39394,41773,17863,19224,20781,21362,22996,25852,27357,2647,1597685.85,0
20160228,2016,2,0,24701,22087,20785,21518,22789,25438,28064,16717,15920,16125,16504,16605,17863,19224,4775,1544450.66,0
20160302,2016,3,3,30509,28690,27095,24701,22087,20785,21518,18880,18389,17710,16717,15920,16125,16504,4489,2377038.84,0
20160303,2016,3,4,33301,30509,28690,27095,24701,22087,20785,21239,18880,18389,17710,16717,15920,16125,4089,2250338.41,0
20160305,2016,3,6,34417,35440,33301,30509,28690,27095,24701,24343,23979,21239,18880,18389,17710,16717,10436,2772778.26,0
20160309,2016,3,3,29721,34269,35868,35105,34417,35440,33301,19759,20397,21585,22974,24343,23979,21239,1946,1740214.56,0
20160311,2016,3,5,24686,26860,29721,34269,35868,35105,34417,18025,18170,19759,20397,21585,22974,24343,4934,2713146.44,0
20160315,2016,3,2,25257,28181,25984,27056,24686,26860,29721,18617,18080,18089,17225,18025,18170,19759,2552,2022904.36,0
20160317,2016,3,4,20876,24319,25257,28181,25984,27056,24686,18320,18354,18617,18080,18089,17225,18025,3138,2212684.22,0
20160320,2016,3,0,19064,18451,18593,20876,24319,25257,28181,15341,15488,16491,18320,18354,18617,18080,4135,1652355.36,0
20160331,2016,3,5,33041,28662,30282,31135,28154,21616,17781,21524,20927,22556,21807,19475,15562,15206,5024,4102475.41,1
20160401,2016,4,5,38786,33041,28662,30282,31135,28154,21616,23838,21524,20927,22556,21807,19475,15562,8659,4442547.74,1
20160405,2016,4,2,63179,56865,50012,39165,38786,33041,28662,36750,34880,30769,26647,23838,21524,20927,2912,2104559.2,0
20160407,2016,4,4,38371,47264,63179,56865,50012,39165,38786,28099,33483,36750,34880,30769,26647,23838,4176,3052547.95,0
20160606,2016,6,1,41642,38993,38268,35860,33815,33810,38734,43806,42623,42648,41459,39790,38782,43207,6567,4614350.57,0
20160610,2016,6,5,54916,41486,39561,39789,41642,38993,38268,58224,46609,43819,42477,43806,42623,42648,19888,6155167.4,1
20160822,2016,8,1,125842,126500,112092,100394,96780,110334,123405,247089,260235,250623,216851,192577,202700,220684,18106,10520124.72,0
20160908,2016,9,4,34106,38340,42026,44857,45389,45309,46625,76752,78040,87195,116742,139198,163518,151720,5591,4688719.64,0
20160909,2016,9,5,36244,34106,38340,42026,44857,45389,45309,202915,76752,78040,87195,116742,139198,163518,8304,5417892.35,0
20160920,2016,9,2,29680,35011,42724,42542,39562,34185,34285,94795,121148,210746,226999,220589,170004,166583,5044,7050079.31,0
20160923,2016,9,5,27355,29978,27429,29680,35011,42724,42542,71159,68248,81269,94795,121148,210746,226999,8675,5639020.58,0
20160924,2016,9,6,26599,27355,29978,27429,29680,35011,42724,77318,71159,68248,81269,94795,121148,210746,9139,3481884.55,0
20160928,2016,9,5,37178,36676,33674,28822,26599,27355,29978,147313,137817,80486,79341,77318,71159,68248,6047,7070861.93,1
20160929,2016,9,5,40480,37178,36676,33674,28822,26599,27355,150019,147313,137817,80486,79341,77318,71159,8280,6433045.65,1
20161005,2016,10,5,122717,114329,92220,63775,49596,42165,40480,174299,163277,140126,108090,92194,93818,150019,25920,7319641.71,1
20161007,2016,10,5,45577,88663,122717,114329,92220,63775,49596,110820,149781,174299,163277,140126,108090,92194,6229,2532225.9,0
20161008,2016,10,6,8044,45577,88663,122717,114329,92220,63775,80105,110820,149781,174299,163277,140126,108090,4827,4113567.43,0
20161011,2016,10,2,100064,89044,76286,8044,45577,88663,122717,129652,104359,79609,80105,110820,149781,174299,4267,3987894.39,0
20161012,2016,10,3,34394,100064,89044,76286,8044,45577,88663,131161,129652,104359,79609,80105,110820,149781,4527,3276799.67,0
20161016,2016,10,0,31244,30201,30133,31705,34394,100064,89044,74805,85996,99199,117277,131161,129652,104359,6679,2145846.11,0
20161025,2016,10,2,23029,23342,23219,22383,22478,22509,23935,46732,49048,51016,49178,47730,46858,45676,5142,3602601.67,0
20161108,2016,11,2,20009,23054,26844,26912,25161,20701,19515,40044,41490,45772,51770,51737,44046,38231,2996,3520146.01,0
20161109,2016,11,3,16612,20009,23054,26844,26912,25161,20701,38034,40044,41490,45772,51770,51737,44046,3374,2918644.65,0
20161118,2016,11,5,15009,15635,17454,19177,21035,20059,17583,35899,36518,39141,40077,42164,40287,39828,4881,3340580.66,0
20161203,2016,12,6,13462,12614,11352,12189,12336,12930,12684,35492,36482,34132,34721,35763,38604,38715,5730,2503296.9,0
20161206,2016,12,2,15841,15676,15696,13462,12614,11352,12189,37412,37361,38998,35492,36482,34132,34721,2874,3427872.76,0
20161209,2016,12,5,13849,13896,13837,15841,15676,15696,13462,35793,34039,31844,37412,37361,38998,35492,5289,4259399.87,0
20161215,2016,12,4,16455,16084,16586,18003,17186,16711,13849,40899,38985,38587,42207,41464,42358,35793,3526,3464496.91,0
20161220,2016,12,2,21261,26486,24620,22686,16210,16455,16084,40556,42025,40857,40684,39204,40899,38985,3379,3276864.89,0
20161221,2016,12,3,20540,21261,26486,24620,22686,16210,16455,39844,40556,42025,40857,40684,39204,40899,3774,3419015.72,0
20161226,2016,12,1,25854,25978,24166,22181,20610,20540,21261,36954,38016,37066,35271,37782,39844,40556,3696,4420224.94,0
20161231,2016,12,5,24867,23802,22746,22996,23982,25854,25978,47124,44532,40290,36903,35387,36954,38016,9419,4211645.53,1
20161231,2016,12,5,24867,23802,22746,22996,23982,25854,25978,47124,44532,40290,36903,35387,36954,38016,4056,1635140.3,1
20170110,2017,1,2,25878,18572,19046,18594,18727,18796,23565,49782,41241,42660,40827,41139,40886,47136,3867,3513439.09,0
20170120,2017,1,5,27672,32968,24903,24768,23158,29876,30209,62658,64038,48016,47696,51136,59395,63224,7124,5908271.55,0
20170121,2017,1,6,26250,27672,32968,24903,24768,23158,29876,64075,62658,64038,48016,47696,51136,59395,6629,3835265.54,0
20170131,2017,1,5,70249,52161,39357,33160,33601,31270,27726,113526,92007,74701,64844,69530,69426,66255,31850,12450173.31,1
20170202,2017,2,5,81530,80742,70249,52161,39357,33160,33601,126984,124550,113526,92007,74701,64844,69530,19790,8714076.05,1
20170301,2017,3,3,27620,29781,28047,21759,16955,14909,13967,63903,60508,55692,40825,33161,29865,28559,4254,3499920.77,0
20170318,2017,3,6,22605,19501,16746,17206,21874,24135,22150,53577,45589,39232,34751,37954,45697,42404,9048,2730216.66,0
20170320,2017,3,1,37116,32667,22605,19501,16746,17206,21874,67021,63721,53577,45589,39232,34751,37954,5656,4485603.38,0
20170503,2017,5,3,76591,106496,102069,74278,51046,44840,37627,115745,154249,163070,132684,110133,97952,81074,5169,3907049.71,0
20170509,2017,5,2,26363,27364,26855,23543,24864,38277,76591,51939,63794,65880,60977,52155,63427,115745,5828,4577214.52,0
20170619,2017,6,1,57676,58476,48049,38110,28293,30766,33312,85750,89294,77060,63151,49944,52452,57690,9010,4118465.02,0
20170705,2017,7,3,54598,52914,57070,60634,60571,66973,64962,81441,66297,87663,90325,87682,94447,92641,12478,7644352.84,0
20170709,2017,7,0,67894,55174,59853,53838,54598,52914,57070,101776,85817,106880,81015,81441,66297,87663,16490,6976172.48,0
20170710,2017,7,1,71322,67894,55174,59853,53838,54598,52914,102369,101776,85817,106880,81015,81441,66297,13068,8653501.26,0
20170711,2017,7,2,70568,71322,67894,55174,59853,53838,54598,101478,102369,101776,85817,106880,81015,81441,14613,9332264.39,0
20170717,2017,7,1,76169,69878,64514,67441,65769,63698,70568,109649,105701,97939,97894,95536,91361,101478,14531,9837332.49,0
20170831,2017,8,4,71898,77815,95363,108506,116177,106527,100739,91982,90742,105756,115627,124200,117270,109584,11700,7087824.19,0
20170930,2017,9,5,82290,57328,55997,48031,71238,72112,65541,112070,85009,84493,68640,91301,86229,83721,21272,10508491.29,1
20171031,2017,10,2,88850,97054,79355,67218,56224,52230,61351,95534,107129,108552,114726,104816,105600,111528,11046,5048877.7,0
20171102,2017,11,4,49215,72506,88850,97054,79355,67218,56224,85490,86968,95534,107129,108552,114726,104816,9353,5523232.97,0
20171109,2017,11,4,43367,53946,65884,69162,55143,42479,43464,66611,69388,73198,82545,84794,78366,77033,9569,5132220.75,0
20171120,2017,11,1,75247,71332,65226,57956,49538,53300,69887,84400,85762,88839,81845,73187,69580,78311,5301,3930564.84,0
20171126,2017,11,0,57034,42940,42165,43641,55416,69695,75247,123387,119539,113635,78439,76093,82867,84400,10126,2883172.47,0
20180107,2018,1,0,57276,48129,31234,23294,47885,64626,69097,112669,95431,55398,42032,69621,88488,105485,2976,2019535.84,0
20180128,2018,1,0,21764,19128,20091,20922,26208,30748,33111,52973,41797,42614,37475,38897,42183,47587,6375,3702259.97,0
20180129,2018,1,1,23694,21764,19128,20091,20922,26208,30748,45621,52973,41797,42614,37475,38897,42183,6651,6453149.29,0
20180130,2018,1,2,23098,23694,21764,19128,20091,20922,26208,46787,45621,52973,41797,42614,37475,38897,5962,5439813.17,0
20180131,2018,1,3,20018,23098,23694,21764,19128,20091,20922,46458,46787,45621,52973,41797,42614,37475,5540,5173622.71,0
20180202,2018,2,5,21603,19053,20018,23098,23694,21764,19128,38593,47919,46458,46787,45621,52973,41797,7061,6020444.93,0
20180225,2018,2,0,47213,75101,98049,124673,146351,152585,145573,45963,65570,70034,84591,98061,102938,106529,13137,4910476.1,0
20180319,2018,3,1,50463,43049,26961,26427,25579,43102,56027,66777,70800,80150,81307,71796,62169,57564,4942,4512962.54,0
20180329,2018,3,4,59855,94676,152223,146299,108310,43604,37110,91960,123794,178877,176347,140649,70962,66649,11273,7067564.19,0
20160406,2016,4,3,47264,63179,56865,50012,39165,38786,33041,33483,36750,34880,30769,26647,23838,21524,3095,2378130.99,0
20160528,2016,5,6,31450,37761,42851,46357,45200,46361,53287,32139,32287,33591,35272,35283,37039,42924,7931,3031251.71,0
20160530,2016,5,1,38931,36319,31450,37761,42851,46357,45200,43344,40154,32139,32287,33591,35272,35283,4640,4946330.71,0
20160730,2016,7,6,166921,234136,203777,176584,96125,115791,94784,275559,292136,252147,214751,126431,153642,133065,20412,9076545.88,0
20160915,2016,9,5,34185,34285,35706,38308,40406,37672,36244,170004,166583,173401,129367,228891,216689,202915,15088,4830817.38,1
20161015,2016,10,6,30201,30133,31705,34394,100064,89044,76286,85996,99199,117277,131161,129652,104359,79609,9023,2726863.97,0
20161023,2016,10,0,23219,22383,22478,22509,23935,27594,30787,51016,49178,47730,46858,45676,49126,53207,5188,1882708.06,0
20161024,2016,10,1,23342,23219,22383,22478,22509,23935,27594,49048,51016,49178,47730,46858,45676,49126,4404,2955760.56,0
20161121,2016,11,1,15331,15576,15024,15009,15635,17454,19177,36896,36912,37262,35899,36518,39141,40077,1978,2193015.01,0
20170119,2017,1,4,32968,24903,24768,23158,29876,30209,33475,64038,48016,47696,51136,59395,63224,60270,6061,5105405.62,0
