order_date,year,mm,week_day,register_pre_1d,register_pre_2d,register_pre_3d,register_pre_4d,register_pre_5d,register_pre_6d,register_pre_7d,active_cnt_1d,active_cnt_2d,active_cnt_3d,active_cnt_4d,active_cnt_5d,active_cnt_6d,active_cnt_7d,orders_cnt,orders_amt,if_holiday
20180317,2018,3,6,26961,26427,25579,43102,56027,59744,43402,80150,81307,71796,62169,57564,62407,46377,12797,4015868.62,0
20160725,2016,7,1,115791,94784,81809,70071,68925,77312,90269,153642,133065,119042,104299,101728,107165,118906,12582,8357464.17,0
20160727,2016,7,3,176584,96125,115791,94784,81809,70071,68925,214751,126431,153642,133065,119042,104299,101728,14237,10844122.22,0
20160808,2016,8,1,120471,117460,110889,97285,96457,100776,111155,300368,294758,282938,229703,264016,252686,234641,18371,11879832.43,0
20160818,2016,8,4,96780,110334,123405,129020,122587,110828,102264,192577,202700,220684,228626,226840,219036,231765,17511,11829206.29,0
20160827,2016,8,6,89792,93381,96952,104530,115780,125842,126500,207873,258650,269927,274222,228692,247089,260235,24054,7274381.59,0
20160905,2016,9,1,44857,45389,45309,46625,49531,60688,73198,116742,139198,163518,151720,142207,135931,152808,5687,4319269.11,0
20161020,2016,10,4,22509,23935,27594,30787,31244,30201,30133,46858,45676,49126,53207,74805,85996,99199,3741,3059467.99,0
20161026,2016,10,3,22095,23029,23342,23219,22383,22478,22509,43565,46732,49048,51016,49178,47730,46858,4824,5027630.96,0
20161115,2016,11,2,19177,21035,20059,17583,15367,14949,16612,40077,42164,40287,39828,36316,34807,38034,2648,2922297.97,0
20161127,2016,11,0,12684,12441,11626,11232,11944,13516,15331,38715,36384,33993,35016,36431,34950,36896,3083,1470564.6,0
20161213,2016,12,2,16586,18003,17186,16711,13849,13896,13837,38587,42207,41464,42358,35793,34039,31844,3029,3844409.69,0
20161217,2016,12,6,22686,16210,16455,16084,16586,18003,17186,40684,39204,40899,38985,38587,42207,41464,5260,2428692.8,0
20161218,2016,12,0,24620,22686,16210,16455,16084,16586,18003,40857,40684,39204,40899,38985,38587,42207,4161,2164412.72,0
20161225,2016,12,0,25978,24166,22181,20610,20540,21261,26486,38016,37066,35271,37782,39844,40556,42025,4486,2259073.07,0
20161227,2016,12,2,23982,25854,25978,24166,22181,20610,20540,35387,36954,38016,37066,35271,37782,39844,4075,4211284.67,0
20170109,2017,1,1,18572,19046,18594,18727,18796,23565,29787,41241,42660,40827,41139,40886,47136,56230,3775,3838289.67,0
20170217,2017,2,5,19118,18225,19532,23576,27539,29869,29046,36771,35650,37203,41934,49196,54693,55909,9111,4701948.85,0
20170225,2017,2,6,16955,14909,13967,17476,22626,26061,23880,33161,29865,28559,32066,36794,41304,40994,9326,2774512.82,0
20170308,2017,3,3,16353,23873,25406,25766,17291,18940,17862,28600,39392,45350,47502,36365,40718,42252,4675,2902457.19,0
20170411,2017,4,2,24891,37190,50162,54804,70722,104917,141490,57394,79278,93686,104872,120370,166333,203344,5255,3808114.62,0
20170415,2017,4,6,29627,25234,22065,19875,24891,37190,50162,65415,61607,57745,56570,57394,79278,93686,10415,3942747.79,0
20170605,2017,6,1,43683,46224,50110,77840,69124,83617,58662,74119,76232,70007,114382,102273,132092,91075,5926,4759259.96,0
20170607,2017,6,3,39334,38273,43683,46224,50110,77840,69124,63570,63109,74119,76232,70007,114382,102273,8472,5374598.81,0
20170714,2017,7,5,67441,65769,63698,70568,71322,67894,55174,97894,95536,91361,101478,102369,101776,85817,18560,10305984.71,0
20170807,2017,8,1,125334,108982,92163,83632,77891,82303,97978,166426,150452,132222,119593,113164,114532,208057,22349,12802838.53,0
20170819,2017,8,6,95977,100407,100763,114324,118824,122155,112513,131034,140467,142734,156967,159625,163548,152475,35904,12334341.07,0
20170829,2017,8,2,95363,108506,116177,106527,100739,90020,98805,105756,115627,124200,117270,109584,106783,120946,15625,6747359.87,0
20170901,2017,9,5,67401,71898,77815,95363,108506,116177,106527,89622,91982,90742,105756,115627,124200,117270,11922,6488869.28,0
20170911,2017,9,1,131299,56738,42896,35899,33582,41512,51095,151420,71574,62279,65617,71802,78939,79659,6521,6135473.89,0
20171105,2017,11,0,55143,42479,43464,49215,72506,88850,97054,84794,78366,77033,85490,86968,95534,107129,12483,3639774.31,0
20171107,2017,11,2,65884,69162,55143,42479,43464,49215,72506,73198,82545,84794,78366,77033,85490,86968,7740,4285174.66,0
20171124,2017,11,5,42165,43641,55416,69695,75247,71332,65226,113635,78439,76093,82867,84400,85762,88839,9471,5222537.29,0
20171127,2017,11,1,69657,57034,42940,42165,43641,55416,69695,126266,123387,119539,113635,78439,76093,82867,5420,4444367.36,0
20171201,2017,12,5,93039,61535,48976,66052,69657,57034,42940,191585,157112,123328,125956,126266,123387,119539,11866,4690057.52,0
20171213,2017,12,3,49478,66991,68255,57131,42110,70741,70312,126628,135256,129459,131148,128654,164277,165505,6392,4940012,0
20171231,2017,12,5,52529,41225,36901,33719,37773,43502,44186,124362,133090,120967,113430,108734,113901,126873,22366,6092579.23,1
20180105,2018,1,5,31234,23294,47885,64626,69097,52529,41225,55398,42032,69621,88488,105485,124362,133090,4381,4483005.54,0
20180120,2018,1,6,25204,24189,22184,23560,23435,23036,20125,44258,45040,44485,45472,41630,54195,58920,6264,3368886.63,0
20180124,2018,1,3,26208,30748,33111,29974,25204,24189,22184,38897,42183,47587,47944,44258,45040,44485,5825,6537061.87,0
20180209,2018,2,5,29558,26415,29080,33207,33971,30622,25613,48167,44423,42059,43678,45053,44927,41055,9721,7816784.06,0
20180330,2018,3,5,55537,59855,94676,152223,146299,108310,43604,78147,91960,123794,178877,176347,140649,70962,16767,8245155.29,0
20160410,2016,4,0,48163,45438,38071,38371,47264,63179,56865,26397,23513,24116,28099,33483,36750,34880,5230,2129526.33,0
20160414,2016,4,4,33345,37331,41389,44907,48163,45438,38071,26074,26463,28076,27387,26397,23513,24116,4079,3067386.94,0
20160416,2016,4,6,31054,31063,33345,37331,41389,44907,48163,27389,25549,26074,26463,28076,27387,26397,6605,3193157.88,0
20160418,2016,4,1,37376,32467,31054,31063,33345,37331,41389,28972,29049,27389,25549,26074,26463,28076,3820,2854895.6,0
20160426,2016,4,2,39773,40794,36956,34164,33022,31264,35379,27436,26108,25516,26115,26139,26681,25739,4205,3655335.49,0
20160427,2016,4,3,37803,39773,40794,36956,34164,33022,31264,27351,27436,26108,25516,26115,26139,26681,5560,3915050.83,0
20160428,2016,4,5,35557,37803,39773,40794,36956,34164,33022,27775,27351,27436,26108,25516,26115,26139,7943,4933687.14,1
20160429,2016,4,5,41121,35557,37803,39773,40794,36956,34164,28814,27775,27351,27436,26108,25516,26115,13856,6498686.79,1
20160430,2016,4,5,51118,41121,35557,37803,39773,40794,36956,32426,28814,27775,27351,27436,26108,25516,26040,8911967.41,1
20160501,2016,5,5,74028,51118,41121,35557,37803,39773,40794,38653,32426,28814,27775,27351,27436,26108,21323,7297832.97,1
20160502,2016,5,5,92104,74028,51118,41121,35557,37803,39773,47266,38653,32426,28814,27775,27351,27436,8644,3253759.05,1
20160503,2016,5,2,87515,92104,74028,51118,41121,35557,37803,49785,47266,38653,32426,28814,27775,27351,4409,3996394.09,0
20160504,2016,5,3,61282,87515,92104,74028,51118,41121,35557,42676,49785,47266,38653,32426,28814,27775,4320,3071698.3,0
20160505,2016,5,4,34702,61282,87515,92104,74028,51118,41121,38531,42676,49785,47266,38653,32426,28814,4498,3045133.61,0
20160511,2016,5,3,25750,27536,30803,27970,26371,25265,34702,27058,27891,26447,26729,32032,32710,38531,4206,3678879.07,0
20160512,2016,5,4,22320,25750,27536,30803,27970,26371,25265,31983,27058,27891,26447,26729,32032,32710,4653,3428591.11,0
20160513,2016,5,5,23858,22320,25750,27536,30803,27970,26371,32565,31983,27058,27891,26447,26729,32032,6419,4438972.35,0
20160515,2016,5,0,30903,24690,23858,22320,25750,27536,30803,32554,34106,32565,31983,27058,27891,26447,4786,2152897.24,0
20160517,2016,5,2,29737,30694,30903,24690,23858,22320,25750,31631,32285,32554,34106,32565,31983,27058,4973,3531908.64,0
20160519,2016,5,4,30904,26244,29737,30694,30903,24690,23858,28375,26163,31631,32285,32554,34106,32565,7346,3229455.22,0
20160520,2016,5,5,44402,30904,26244,29737,30694,30903,24690,36061,28375,26163,31631,32285,32554,34106,7288,5084922.69,0
20160523,2016,5,1,46361,53287,51286,44402,30904,26244,29737,37039,42924,42667,36061,28375,26163,31631,6015,3005874.66,0
20160525,2016,5,3,46357,45200,46361,53287,51286,44402,30904,35272,35283,37039,42924,42667,36061,28375,4684,3577744.28,0
20160526,2016,5,4,42851,46357,45200,46361,53287,51286,44402,33591,35272,35283,37039,42924,42667,36061,4369,3372050.67,0
20160529,2016,5,0,36319,31450,37761,42851,46357,45200,46361,40154,32139,32287,33591,35272,35283,37039,6104,2331967.07,0
20160531,2016,5,2,38734,38931,36319,31450,37761,42851,46357,43207,43344,40154,32139,32287,33591,35272,6479,3804395.91,0
20160602,2016,6,4,33815,33810,38734,38931,36319,31450,37761,39790,38782,43207,43344,40154,32139,32287,5433,3857161.08,0
20160603,2016,6,5,35860,33815,33810,38734,38931,36319,31450,41459,39790,38782,43207,43344,40154,32139,7380,4480222.27,0
20160607,2016,6,5,39789,41642,38993,38268,35860,33815,33810,42477,43806,42623,42648,41459,39790,38782,7954,4786884.6,1
20160608,2016,6,5,39561,39789,41642,38993,38268,35860,33815,43819,42477,43806,42623,42648,41459,39790,15193,7404674.17,1
20160609,2016,6,5,41486,39561,39789,41642,38993,38268,35860,46609,43819,42477,43806,42623,42648,41459,24364,9914494.93,1
20160611,2016,6,5,65189,54916,41486,39561,39789,41642,38993,66431,58224,46609,43819,42477,43806,42623,9260,3391106.17,1
20160616,2016,6,4,41700,29432,30549,45197,62189,65189,54916,51869,39396,38255,51026,65025,66431,58224,11272,4558977.26,0
20160621,2016,6,2,74753,36348,50544,62343,46921,41700,29432,75597,49888,52551,61052,56211,51869,39396,7410,8373685.2,0
20160622,2016,6,3,85435,74753,36348,50544,62343,46921,41700,104657,75597,49888,52551,61052,56211,51869,5690,5009004.95,0
20160624,2016,6,5,44496,99561,85435,74753,36348,50544,62343,111015,122826,104657,75597,49888,52551,61052,8207,5548331.61,0
20160626,2016,6,0,37771,37946,44496,99561,85435,74753,36348,54771,55511,111015,122826,104657,75597,49888,7490,3343566.41,0
20160628,2016,6,2,51123,42700,37771,37946,44496,99561,85435,67255,59435,54771,55511,111015,122826,104657,7568,5223648.02,0
20160630,2016,6,4,60418,57755,51123,42700,37771,37946,44496,75869,73767,67255,59435,54771,55511,111015,8433,5851761.19,0
20160701,2016,7,5,56000,60418,57755,51123,42700,37771,37946,72889,75869,73767,67255,59435,54771,55511,10015,6660057.47,0
20160703,2016,7,0,49323,35417,56000,60418,57755,51123,42700,70803,48237,72889,75869,73767,67255,59435,8683,4134826.17,0
20160704,2016,7,1,49186,49323,35417,56000,60418,57755,51123,70247,70803,48237,72889,75869,73767,67255,7441,5555783.99,0
20160705,2016,7,2,61938,49186,49323,35417,56000,60418,57755,88881,70247,70803,48237,72889,75869,73767,7951,5840874.58,0
20160706,2016,7,3,44786,61938,49186,49323,35417,56000,60418,66430,88881,70247,70803,48237,72889,75869,8540,7984104.69,0
20160707,2016,7,4,47538,44786,61938,49186,49323,35417,56000,68590,66430,88881,70247,70803,48237,72889,9344,6327191.03,0
20160708,2016,7,5,53583,47538,44786,61938,49186,49323,35417,74471,68590,66430,88881,70247,70803,48237,12046,7610923.04,0
20160709,2016,7,6,60986,53583,47538,44786,61938,49186,49323,81442,74471,68590,66430,88881,70247,70803,12929,5807989.23,0
20160711,2016,7,1,70272,65785,60986,53583,47538,44786,61938,91914,88733,81442,74471,68590,66430,88881,8806,7046348.8,0
20160714,2016,7,4,57458,62777,67517,70272,65785,60986,53583,80209,85461,89077,91914,88733,81442,74471,10477,8550403.33,0
20160715,2016,7,5,58738,57458,62777,67517,70272,65785,60986,83819,80209,85461,89077,91914,88733,81442,15577,9596589.2,0
20160716,2016,7,6,60798,58738,57458,62777,67517,70272,65785,87540,83819,80209,85461,89077,91914,88733,20465,9161733.66,0
20160718,2016,7,1,85962,77924,60798,58738,57458,62777,67517,114907,108900,87540,83819,80209,85461,89077,12293,8085128.85,0
20160721,2016,7,4,68925,77312,90269,85962,77924,60798,58738,101728,107165,118906,114907,108900,87540,83819,13925,9512169.67,0
20160722,2016,7,5,70071,68925,77312,90269,85962,77924,60798,104299,101728,107165,118906,114907,108900,87540,16651,11567136.19,0
20160726,2016,7,2,96125,115791,94784,81809,70071,68925,77312,126431,153642,133065,119042,104299,101728,107165,13527,8907026.63,0
20160729,2016,7,5,234136,203777,176584,96125,115791,94784,81809,292136,252147,214751,126431,153642,133065,119042,18810,11730903.7,0
20160803,2016,8,3,100776,111155,124060,132299,166921,234136,203777,252686,234641,255799,266416,275559,292136,252147,15765,11010812.9,0
20160805,2016,8,5,97285,96457,100776,111155,124060,132299,166921,229703,264016,252686,234641,255799,266416,275559,21936,13731227.25,0
20160807,2016,8,0,117460,110889,97285,96457,100776,111155,124060,294758,282938,229703,264016,252686,234641,255799,20253,10505618.75,0
20160810,2016,8,3,103551,110045,120471,117460,110889,97285,96457,368195,351319,300368,294758,282938,229703,264016,17577,11916045.2,0
20160812,2016,8,5,102264,99051,103551,110045,120471,117460,110889,231765,373197,368195,351319,300368,294758,282938,22704,15555820.46,0
20160813,2016,8,6,110828,102264,99051,103551,110045,120471,117460,219036,231765,373197,368195,351319,300368,294758,25304,12678760.2,0
20160814,2016,8,0,122587,110828,102264,99051,103551,110045,120471,226840,219036,231765,373197,368195,351319,300368,20131,10495857.35,0
20160815,2016,8,1,129020,122587,110828,102264,99051,103551,110045,228626,226840,219036,231765,373197,368195,351319,16288,11381462.34,0
20160816,2016,8,2,123405,129020,122587,110828,102264,99051,103551,220684,228626,226840,219036,231765,373197,368195,16484,10486052.17,0
20160817,2016,8,3,110334,123405,129020,122587,110828,102264,99051,202700,220684,228626,226840,219036,231765,373197,15905,10445723.51,0
20160819,2016,8,5,100394,96780,110334,123405,129020,122587,110828,216851,192577,202700,220684,228626,226840,219036,24921,13244904.36,0
20160820,2016,8,6,112092,100394,96780,110334,123405,129020,122587,250623,216851,192577,202700,220684,228626,226840,26841,10959154.38,0
20160821,2016,8,0,126500,112092,100394,96780,110334,123405,129020,260235,250623,216851,192577,202700,220684,228626,21443,9055545.95,0
20160823,2016,8,2,115780,125842,126500,112092,100394,96780,110334,228692,247089,260235,250623,216851,192577,202700,17986,10594551.01,0
20160826,2016,8,5,93381,96952,104530,115780,125842,126500,112092,258650,269927,274222,228692,247089,260235,250623,22833,9793293,0
20160828,2016,8,0,87889,89792,93381,96952,104530,115780,125842,166538,207873,258650,269927,274222,228692,247089,17014,5491554.47,0
20160902,2016,9,5,46625,49531,60688,73198,84013,87889,89792,151720,142207,135931,152808,165926,166538,207873,9755,6053146.38,0
20160904,2016,9,0,45389,45309,46625,49531,60688,73198,84013,139198,163518,151720,142207,135931,152808,165926,8120,3307765.79,0
20160907,2016,9,3,38340,42026,44857,45389,45309,46625,49531,78040,87195,116742,139198,163518,151720,142207,4974,4545012.79,0
20160910,2016,9,6,37672,36244,34106,38340,42026,44857,45389,216689,202915,76752,78040,87195,116742,139198,8531,3910285.89,0
20180406,2018,4,5,77064,46215,63498,76418,82450,68184,54680,91285,88311,90305,105404,104369,103549,78609,39561,9986265.65,0
20180407,2018,4,6,131464,77064,46215,63498,76418,82450,68184,99155,91285,88311,90305,105404,104369,103549,19877,5694610.28,0
20180408,2018,4,0,154738,131464,77064,46215,63498,76418,82450,96678,99155,91285,88311,90305,105404,104369,8371,6171786.95,0
20180409,2018,4,1,125094,154738,131464,77064,46215,63498,76418,81323,96678,99155,91285,88311,90305,105404,127,52245.1,0
20180410,2018,4,2,64291,125094,154738,131464,77064,46215,63498,59529,81323,96678,99155,91285,88311,90305,0,0,0
20180411,2018,4,3,37926,64291,125094,154738,131464,77064,46215,54718,59529,81323,96678,99155,91285,88311,0,0,0
20180412,2018,4,4,34370,37926,64291,125094,154738,131464,77064,48916,54718,59529,81323,96678,99155,91285,0,0,0
20180413,2018,4,5,32584,34370,37926,64291,125094,154738,131464,56373,48916,54718,59529,81323,96678,99155,9895,5853214.08,0
20180414,2018,4,6,31535,32584,34370,37926,64291,125094,154738,83351,56373,48916,54718,59529,81323,96678,14049,5153555.25,0
20180415,2018,4,0,38552,31535,32584,34370,37926,64291,125094,104903,83351,56373,48916,54718,59529,81323,13827,4339632.89,0
20180416,2018,4,1,51194,38552,31535,32584,34370,37926,64291,104274,104903,83351,56373,48916,54718,59529,8080,5062447.44,0
20180417,2018,4,2,51364,51194,38552,31535,32584,34370,37926,98149,104274,104903,83351,56373,48916,54718,191,84255.52,0
20180418,2018,4,3,34403,51364,51194,38552,31535,32584,34370,55703,98149,104274,104903,83351,56373,48916,11405,6003765.98,0
20180419,2018,4,4,37133,34403,51364,51194,38552,31535,32584,67769,55703,98149,104274,104903,83351,56373,12304,5964855.07,0
20180420,2018,4,5,39642,37133,34403,51364,51194,38552,31535,57692,67769,55703,98149,104274,104903,83351,14658,6639944.39,0
20180421,2018,4,6,52942,39642,37133,34403,51364,51194,38552,72332,57692,67769,55703,98149,104274,104903,15999,5499898.66,0
20180422,2018,4,0,56557,52942,39642,37133,34403,51364,51194,75279,72332,57692,67769,55703,98149,104274,11996,4273931.93,0
20180423,2018,4,1,67281,56557,52942,39642,37133,34403,51364,75892,75279,72332,57692,67769,55703,98149,7354,4681682.48,0
20180424,2018,4,2,62649,67281,56557,52942,39642,37133,34403,78523,75892,75279,72332,57692,67769,55703,8773,5419587.55,0
20180425,2018,4,3,44644,62649,67281,56557,52942,39642,37133,59981,78523,75892,75279,72332,57692,67769,9433,5458555.65,0
20180426,2018,4,4,34834,44644,62649,67281,56557,52942,39642,54562,59981,78523,75892,75279,72332,57692,10690,5550936.32,0
20180427,2018,4,5,39138,34834,44644,62649,67281,56557,52942,51530,54562,59981,78523,75892,75279,72332,14853,6882514.08,0
20180428,2018,4,6,44954,39138,34834,44644,62649,67281,56557,57224,51530,54562,59981,78523,75892,75279,25687,10159895.64,0
20180429,2018,4,0,56575,44954,39138,34834,44644,62649,67281,72723,57224,51530,54562,59981,78523,75892,51041,14295093.19,0
20180430,2018,4,1,102417,56575,44954,39138,34834,44644,62649,94522,72723,57224,51530,54562,59981,78523,49130,12596699.14,0
20180501,2018,5,2,92853,102417,56575,44954,39138,34834,44644,84676,94522,72723,57224,51530,54562,59981,26604,6601135.25,0
20180502,2018,5,3,194147,92853,102417,56575,44954,39138,34834,105019,84676,94522,72723,57224,51530,54562,9194,4791719.26,0
20180503,2018,5,4,148476,194147,92853,102417,56575,44954,39138,80068,105019,84676,94522,72723,57224,51530,8904,4922546.53,0
20180504,2018,5,5,153556,148476,194147,92853,102417,56575,44954,89126,80068,105019,84676,94522,72723,57224,10492,4807740.89,0
20180505,2018,5,6,38780,153556,148476,194147,92853,102417,56575,79031,89126,80068,105019,84676,94522,72723,11238,4044149.12,0
20180506,2018,5,0,41817,38780,153556,148476,194147,92853,102417,84794,79031,89126,80068,105019,84676,94522,8710,3079015.34,0
20180507,2018,5,1,44778,41817,38780,153556,148476,194147,92853,80618,84794,79031,89126,80068,105019,84676,5909,3777991.91,0
20180508,2018,5,2,40494,44778,41817,38780,153556,148476,194147,50220,80618,84794,79031,89126,80068,105019,5664,4286057.05,0
20180509,2018,5,3,31825,40494,44778,41817,38780,153556,148476,46602,50220,80618,84794,79031,89126,80068,7095,5203049.21,0
20180510,2018,5,4,19540,31825,40494,44778,41817,38780,153556,38665,46602,50220,80618,84794,79031,89126,7524,5846885.05,0
20180511,2018,5,5,31230,19540,31825,40494,44778,41817,38780,46937,38665,46602,50220,80618,84794,79031,11394,6384777.67,0
20180512,2018,5,6,34733,31230,19540,31825,40494,44778,41817,53056,46937,38665,46602,50220,80618,84794,14405,5114394.67,0
20180513,2018,5,0,56078,34733,31230,19540,31825,40494,44778,64128,53056,46937,38665,46602,50220,80618,12958,4542137.14,0
20180514,2018,5,1,55374,56078,34733,31230,19540,31825,40494,55943,64128,53056,46937,38665,46602,50220,6882,5707862.41,0
20180515,2018,5,2,53533,55374,56078,34733,31230,19540,31825,56280,55943,64128,53056,46937,38665,46602,7757,5407230.63,0
20180516,2018,5,3,41912,53533,55374,56078,34733,31230,19540,50709,56280,55943,64128,53056,46937,38665,8099,4837765.05,0
20180517,2018,5,4,35045,41912,53533,55374,56078,34733,31230,49148,50709,56280,55943,64128,53056,46937,8211,5529813.06,0
20180518,2018,5,5,34682,35045,41912,53533,55374,56078,34733,50121,49148,50709,56280,55943,64128,53056,23282,13915427.54,0
20180519,2018,5,6,35713,34682,35045,41912,53533,55374,56078,53415,50121,49148,50709,56280,55943,64128,25242,9138030.65,0
20180520,2018,5,0,42779,35713,34682,35045,41912,53533,55374,56217,53415,50121,49148,50709,56280,55943,1501,666491.11,0
20180521,2018,5,1,49465,42779,35713,34682,35045,41912,53533,61378,56217,53415,50121,49148,50709,56280,5549,4301649.64,0
20180522,2018,5,2,46440,49465,42779,35713,34682,35045,41912,58554,61378,56217,53415,50121,49148,50709,7041,5153123.31,0
20180523,2018,5,3,36496,46440,49465,42779,35713,34682,35045,53313,58554,61378,56217,53415,50121,49148,11822,5929972.37,0
20180524,2018,5,4,28125,36496,46440,49465,42779,35713,34682,62222,53313,58554,61378,56217,53415,50121,8900,5788900.3,0
20180525,2018,5,5,26516,28125,36496,46440,49465,42779,35713,52439,62222,53313,58554,61378,56217,53415,8945,7890878.16,0
20180526,2018,5,6,26266,26516,28125,36496,46440,49465,42779,50941,52439,62222,53313,58554,61378,56217,13607,4751664.75,0
20180527,2018,5,0,37887,26266,26516,28125,36496,46440,49465,50089,50941,52439,62222,53313,58554,61378,12115,4028591.64,0
20180528,2018,5,1,46780,37887,26266,26516,28125,36496,46440,50956,50089,50941,52439,62222,53313,58554,7129,6557248.8,0
20180529,2018,5,2,45983,46780,37887,26266,26516,28125,36496,50263,50956,50089,50941,52439,62222,53313,8070,5444586.1,0
20180530,2018,5,3,34855,45983,46780,37887,26266,26516,28125,41386,50263,50956,50089,50941,52439,62222,7887,5816775.5,0
20180531,2018,5,4,25688,34855,45983,46780,37887,26266,26516,34088,41386,50263,50956,50089,50941,52439,11604,6937526.47,0
20180601,2018,6,5,27263,25688,34855,45983,46780,37887,26266,45165,34088,41386,50263,50956,50089,50941,0,0,0
20180602,2018,6,6,23153,27263,25688,34855,45983,46780,37887,40696,45165,34088,41386,50263,50956,50089,0,0,0
20180603,2018,6,0,14619,23153,27263,25688,34855,45983,46780,31641,40696,45165,34088,41386,50263,50956,0,0,0
20180604,2018,6,1,4915,14619,23153,27263,25688,34855,45983,6680,31641,40696,45165,34088,41386,50263,0,0,0
20180605,2018,6,2,4915,4915,14619,23153,27263,25688,34855,6680,6680,31641,40696,45165,34088,41386,0,0,0
20180606,2018,6,3,0,4915,4915,14619,23153,27263,25688,0,6680,6680,31641,40696,45165,34088,0,0,0
20180607,2018,6,4,0,0,4915,4915,14619,23153,27263,0,0,6680,6680,31641,40696,45165,0,0,0
